Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID
6/14/13,6:43:51,65,60,15,12,13
6/15/13,7:43:51,67,55,10,1,12
6/16/13,8:43:51,66,73,1,5,8
6/17/13,9:43:51,70,60,13,2,9
6/18/13,10:43:51,69,72,6,10,4
6/19/13,11:43:51,65,78,1,3,12
6/20/13,12:43:51,65,69,13,1,14
6/21/13,13:43:51,65,77,4,8,14
6/22/13,14:43:51,66,72,6,25,19
6/23/13,15:43:51,69,75,12,2,5
6/24/13,16:43:51,70,75,5,17,16
6/25/13,17:43:51,68,60,1,13,12
6/26/13,18:43:51,69,57,13,6,5
6/27/13,19:43:51,66,79,8,27,7
6/28/13,20:43:51,69,59,16,17,2
6/29/13,21:43:51,65,63,9,14,10
6/30/13,22:43:51,70,71,1,5,2
6/1/13,23:43:51,69,57,18,26,17
6/2/13,0:13:20,68,74,12,11,11
6/3/13,1:13:20,70,78,3,12,15
6/4/13,2:13:20,65,72,19,27,8
6/5/13,3:13:20,69,58,7,9,16
6/6/13,4:13:20,70,69,11,14,17
6/7/13,5:13:20,70,60,8,4,20
6/8/13,6:13:20,65,57,6,13,5
6/9/13,7:13:20,70,59,12,5,18
6/10/13,8:13:20,68,56,10,21,12
6/11/13,9:13:20,66,57,7,25,20
6/12/13,10:13:20,67,78,7,1,19
6/13/13,11:13:20,68,55,3,2,13
6/14/13,12:13:20,69,75,6,12,3
6/15/13,13:13:20,68,62,20,15,11
6/16/13,14:13:20,68,75,1,7,2
6/17/13,15:13:20,70,76,3,7,19
6/18/13,16:13:20,70,55,4,30,15
6/19/13,17:13:20,70,59,18,28,18
6/20/13,18:13:20,65,79,17,12,6
6/21/13,19:13:20,70,70,11,8,11
6/22/13,20:13:20,65,71,5,27,18
6/23/13,21:13:20,69,64,14,10,1
6/24/13,22:13:20,70,72,7,27,17
6/25/13,23:13:20,69,60,7,25,16
6/26/13,0:33:07,66,58,20,2,10
6/27/13,1:33:07,69,70,7,11,2
6/28/13,2:33:07,65,75,12,28,5
6/29/13,3:33:07,67,76,17,23,15
6/30/13,4:33:07,67,57,3,2,1
6/1/13,5:33:07,65,69,17,27,6
6/2/13,6:33:07,65,58,14,22,8
6/3/13,7:33:07,65,78,17,13,8
6/4/13,8:33:07,65,62,10,14,2
6/5/13,9:33:07,68,71,19,10,13
6/6/13,10:33:07,66,69,11,13,15
6/7/13,11:33:07,66,55,9,24,1
6/8/13,12:33:07,67,62,17,16,3
6/9/13,13:33:07,68,64,14,4,8
6/10/13,14:33:07,66,64,3,23,9
6/11/13,15:33:07,67,74,12,25,19
6/12/13,16:33:07,68,77,1,10,7
6/13/13,17:33:07,67,61,6,26,9
6/14/13,18:33:07,68,68,12,26,12
6/15/13,19:33:07,67,60,19,3,13
6/16/13,20:33:07,67,55,9,2,9
6/17/13,21:33:07,68,79,11,30,11
6/18/13,22:33:07,67,78,12,24,3
6/19/13,23:33:07,68,75,17,5,16
6/20/13,0:45:56,70,66,18,12,19
6/21/13,1:45:56,68,62,16,22,5
6/22/13,2:45:56,66,69,17,11,8
6/23/13,3:45:56,67,56,10,23,14
6/24/13,4:45:56,66,66,5,4,10
6/25/13,5:45:56,67,71,8,4,7
6/26/13,6:45:56,65,62,7,27,3
6/27/13,7:45:56,70,56,7,6,11
6/28/13,8:45:56,68,60,12,14,2
6/29/13,9:45:56,67,65,20,12,20
6/30/13,10:45:56,65,59,15,10,9
6/1/13,11:45:56,70,63,5,6,9
6/2/13,12:45:56,68,76,3,17,12
6/3/13,13:45:56,68,59,2,18,12
6/4/13,14:45:56,68,59,5,23,15
6/5/13,15:45:56,67,71,8,18,7
6/6/13,16:45:56,68,62,10,26,15
6/7/13,17:45:56,65,63,18,14,16
6/8/13,18:45:56,69,58,16,3,4
6/9/13,19:45:56,65,65,15,29,14
6/10/13,20:45:56,67,70,19,16,14
6/11/13,21:45:56,69,71,1,16,10
6/12/13,22:45:56,70,72,16,29,11
6/13/13,23:45:56,65,66,11,22,5
6/14/13,0:45:56,68,75,14,12,19
6/15/13,1:45:56,65,77,8,24,5
6/16/13,2:45:56,69,61,2,5,19
6/17/13,3:45:56,68,79,15,4,7
6/18/13,4:45:56,65,61,10,21,15
6/19/13,5:45:56,65,56,7,8,2
6/20/13,6:45:56,68,72,18,30,4
6/21/13,7:45:56,69,61,5,26,16
6/22/13,8:45:56,69,69,4,23,10
6/23/13,9:45:56,65,60,4,5,5
6/24/13,10:45:56,69,65,6,11,18
6/25/13,11:45:56,66,57,18,28,1
6/26/13,12:45:56,69,57,10,3,10
6/27/13,13:45:56,66,75,2,1,12
6/28/13,14:45:56,69,79,13,25,16
6/29/13,15:45:56,67,69,6,6,5
6/30/13,16:45:56,69,62,1,20,4
6/1/13,17:45:56,69,80,19,12,16
6/2/13,18:45:56,68,59,2,13,16
6/3/13,19:45:56,67,63,3,23,20
6/4/13,20:45:56,68,62,3,20,10
6/5/13,21:45:56,70,64,11,20,14
6/6/13,22:45:56,66,60,14,12,4
6/7/13,23:45:56,69,65,17,30,2
6/8/13,0:45:56,66,73,2,28,8
6/9/13,1:45:56,66,63,7,8,9
6/10/13,2:45:56,66,55,6,21,12
6/11/13,3:45:56,69,69,5,18,18
6/12/13,4:45:56,69,69,18,9,5
6/13/13,5:45:56,70,72,9,16,19
6/14/13,6:45:56,68,70,8,24,11
6/15/13,7:45:56,68,61,11,5,13
6/16/13,8:45:56,70,78,13,19,10
6/17/13,9:45:56,68,57,11,15,2
6/18/13,10:45:56,65,64,19,16,11
6/19/13,11:45:56,70,60,17,24,10
6/20/13,12:45:56,67,58,1,3,15
6/21/13,13:45:56,68,64,11,2,14
6/22/13,14:45:56,66,59,10,14,11
6/23/13,15:45:56,65,66,10,9,18
6/24/13,16:45:56,65,67,7,3,4
6/25/13,17:45:56,65,57,4,27,3
6/26/13,18:45:56,70,63,10,4,6
6/27/13,0:00:01,65,57,18,21,1
6/28/13,1:00:01,65,74,9,29,3
6/29/13,2:00:01,69,63,19,15,20
6/30/13,3:00:01,68,57,19,9,4
6/1/13,4:00:01,66,69,18,4,11
6/2/13,5:00:01,68,57,20,23,13
6/3/13,6:00:01,69,56,7,28,18
6/4/13,7:00:01,66,55,8,20,10
6/5/13,8:00:01,68,72,14,25,16
6/6/13,9:00:01,65,80,5,12,6
6/7/13,10:00:01,69,68,4,2,13
6/8/13,11:00:01,70,77,16,15,6
6/9/13,12:00:01,70,63,17,9,18
6/10/13,13:00:01,65,75,19,23,10
6/11/13,14:00:01,69,77,11,22,11
6/12/13,15:00:01,69,56,15,23,19
6/13/13,16:00:01,65,62,13,10,15
6/14/13,17:00:01,69,80,17,18,7
6/15/13,18:00:01,70,62,18,1,15
6/16/13,19:00:01,69,57,20,25,7
6/17/13,20:00:01,66,55,20,21,11
6/18/13,21:00:01,68,61,8,8,18
6/19/13,22:00:01,69,58,6,12,19
6/20/13,23:00:01,70,56,20,16,19
6/21/13,0:13:19,69,76,18,5,20
6/22/13,1:13:19,70,69,10,1,19
6/23/13,2:13:19,69,74,3,15,11
6/24/13,3:13:19,65,75,4,12,18
6/25/13,4:13:19,67,61,17,19,1
6/26/13,5:13:19,65,57,8,19,19
6/27/13,6:13:19,65,66,19,27,17
6/28/13,7:13:19,70,76,11,28,5
6/29/13,8:13:19,65,62,1,12,2
6/30/13,9:13:19,65,75,9,30,15
6/1/13,10:13:19,67,55,12,6,6
6/2/13,11:13:19,70,70,10,3,7
6/3/13,12:13:19,68,65,12,26,6
6/4/13,13:13:19,70,80,2,11,11
6/5/13,14:13:19,70,63,3,1,9
6/6/13,15:13:19,67,58,16,8,1
6/7/13,16:13:19,69,70,15,14,6
6/8/13,17:13:19,69,59,13,14,19
6/9/13,18:13:19,67,59,5,1,8
6/10/13,19:13:19,67,67,16,15,12
6/11/13,20:13:19,69,67,13,30,20
6/12/13,21:13:19,70,61,4,17,12
6/13/13,22:13:19,69,61,5,25,17
6/14/13,23:13:19,65,73,17,7,3
6/15/13,0:43:51,65,62,13,26,8
6/16/13,1:43:51,68,68,13,20,1
6/17/13,2:43:51,66,66,12,15,14
6/18/13,3:43:51,65,70,15,8,18
6/19/13,4:43:51,66,58,16,16,13
6/20/13,5:43:51,70,80,5,28,7
6/21/13,6:43:51,66,77,18,25,10
6/22/13,7:43:51,70,77,14,5,14
6/23/13,8:43:51,69,67,14,4,4
6/24/13,9:43:51,67,69,10,21,12
6/25/13,10:43:51,68,56,3,19,2
6/26/13,11:43:51,67,59,6,30,6
6/27/13,12:43:51,65,57,19,15,4
6/28/13,13:43:51,66,61,13,13,15
6/29/13,14:43:51,70,61,11,22,15
6/30/13,15:43:51,66,64,12,14,14
6/1/13,16:43:51,66,76,2,15,2
6/2/13,17:43:51,67,65,1,15,11
6/3/13,18:43:51,69,76,16,24,20
6/4/13,19:43:51,69,56,17,13,11
6/5/13,20:43:51,65,80,13,6,19
6/6/13,21:43:51,67,79,8,2,19
6/7/13,22:43:51,70,62,14,13,13
6/8/13,23:43:51,66,80,10,5,12
6/9/13,0:13:20,67,58,17,8,18
6/10/13,1:13:20,66,65,12,28,6
6/11/13,2:13:20,66,78,19,26,14
6/12/13,3:13:20,66,70,9,29,15
6/13/13,4:13:20,68,66,20,28,12
6/14/13,5:13:20,69,69,9,20,20
6/15/13,6:13:20,66,58,12,25,10
6/16/13,7:13:20,67,79,5,21,10
6/17/13,8:13:20,68,55,2,11,9
6/18/13,9:13:20,66,79,1,27,7
6/19/13,10:13:20,70,64,18,22,9
6/20/13,11:13:20,68,73,11,28,17
6/21/13,12:13:20,69,77,13,23,16
6/22/13,13:13:20,68,65,1,3,14
6/23/13,14:13:20,67,77,8,30,12
6/24/13,15:13:20,67,63,14,28,2
6/25/13,16:13:20,68,77,6,14,4
6/26/13,17:13:20,69,74,7,19,20
6/27/13,18:13:20,68,64,15,27,16
6/28/13,19:13:20,68,60,15,2,18
6/29/13,20:13:20,66,59,14,23,20
6/30/13,21:13:20,68,77,1,11,10
6/1/13,22:13:20,68,80,2,19,19
6/2/13,23:13:20,70,68,6,29,16
6/3/13,0:33:07,65,79,8,30,9
6/4/13,1:33:07,68,56,1,27,2
6/5/13,2:33:07,69,74,13,6,8
6/6/13,3:33:07,70,64,6,12,5
6/7/13,4:33:07,66,75,3,24,13
6/8/13,5:33:07,65,68,3,13,11
6/9/13,6:33:07,69,76,3,22,7
6/10/13,7:33:07,70,71,6,22,8
6/11/13,8:33:07,66,61,14,14,13
6/12/13,9:33:07,68,63,15,1,7
6/13/13,10:33:07,68,76,13,10,10
6/14/13,11:33:07,65,56,19,1,13
6/15/13,12:33:07,67,58,9,11,11
6/16/13,13:33:07,70,69,13,8,10
6/17/13,14:33:07,67,73,16,26,5
6/18/13,15:33:07,69,76,16,6,19
6/19/13,16:33:07,66,64,15,13,15
6/20/13,17:33:07,65,78,8,26,5
6/21/13,18:33:07,69,59,11,20,13
6/22/13,19:33:07,66,74,8,12,16
6/23/13,20:33:07,65,58,15,24,3
6/24/13,21:33:07,65,61,9,16,14
6/25/13,22:33:07,67,56,6,17,1
6/26/13,23:33:07,66,59,14,25,14
6/27/13,0:00:01,65,70,14,8,18
6/28/13,1:00:01,66,61,11,15,10
6/29/13,2:00:01,69,64,1,23,16
6/30/13,3:00:01,68,56,15,19,19
6/1/13,4:00:01,69,55,8,27,17
6/2/13,5:00:01,70,72,12,8,1
6/3/13,6:00:01,65,56,2,5,3
6/4/13,7:00:01,69,73,7,16,7
6/5/13,8:00:01,68,63,14,10,6
6/6/13,9:00:01,69,80,2,11,19
6/7/13,10:00:01,67,76,3,24,16
6/8/13,11:00:01,68,77,14,18,20
6/9/13,12:00:01,66,60,16,4,16
6/10/13,13:00:01,70,74,18,8,1
6/11/13,14:00:01,66,78,8,21,19
6/12/13,15:00:01,68,77,6,5,19
6/13/13,16:00:01,66,74,9,10,19
6/14/13,17:00:01,65,61,18,26,4
6/15/13,18:00:01,70,80,7,13,8
6/16/13,19:00:01,67,58,3,1,11
6/17/13,20:00:01,67,63,16,20,1
6/18/13,21:00:01,65,76,17,27,13
6/19/13,22:00:01,65,69,5,19,19
6/20/13,23:00:01,67,55,2,26,1
6/21/13,0:13:19,65,71,2,13,18
6/22/13,1:13:19,66,55,20,25,2
6/23/13,2:13:19,68,65,20,24,15
6/24/13,3:13:19,67,79,20,30,1
6/25/13,4:13:19,69,58,19,20,4
6/26/13,5:13:19,70,77,6,23,10
6/27/13,6:13:19,67,68,13,3,20
6/28/13,7:13:19,68,62,10,4,9
6/29/13,8:13:19,65,63,7,2,9
6/30/13,9:13:19,68,79,15,22,13
6/1/13,10:13:19,69,66,17,9,19
6/2/13,11:13:19,70,75,11,10,18
6/3/13,12:13:19,69,73,1,16,12
6/4/13,13:13:19,70,64,1,29,7
6/5/13,14:13:19,65,64,2,2,5
6/6/13,15:13:19,68,67,16,15,1
6/7/13,16:13:19,67,55,2,26,6
6/8/13,17:13:19,67,60,2,28,9
6/9/13,18:13:19,69,55,18,27,8
6/10/13,19:13:19,70,66,7,16,1
6/11/13,20:13:19,65,74,15,4,15
6/12/13,21:13:19,67,60,7,22,12
6/13/13,22:13:19,69,66,2,21,7
6/14/13,23:13:19,66,77,14,9,1
6/15/13,0:43:51,69,56,16,26,12
6/16/13,1:43:51,69,68,20,7,4
6/17/13,2:43:51,66,60,6,21,19
6/18/13,3:43:51,65,67,7,21,10
6/19/13,4:43:51,69,69,5,3,13
6/20/13,5:43:51,70,61,19,22,9
6/21/13,6:43:51,70,78,10,23,17
6/22/13,7:43:51,70,68,15,23,17
6/23/13,8:43:51,70,74,14,20,11
6/24/13,9:43:51,65,76,15,9,7
6/25/13,10:43:51,70,75,1,10,11
6/26/13,11:43:51,67,72,8,2,12
6/27/13,12:43:51,65,75,5,14,3
6/28/13,13:43:51,70,70,4,28,17
6/29/13,14:43:51,70,63,9,20,18
6/30/13,15:43:51,68,70,10,23,2
6/1/13,16:43:51,70,57,4,17,10
6/2/13,17:43:51,66,79,1,14,4
6/3/13,18:43:51,66,67,20,30,13
6/4/13,19:43:51,65,77,1,19,19
6/5/13,20:43:51,66,63,15,5,20
6/6/13,21:43:51,70,60,2,7,18
6/7/13,22:43:51,66,77,6,16,15
6/8/13,23:43:51,66,67,9,5,13
6/9/13,0:13:20,65,61,12,2,17
6/10/13,1:13:20,67,63,4,18,8
6/11/13,2:13:20,66,77,1,21,15
6/12/13,3:13:20,68,56,4,28,12
6/13/13,4:13:20,66,62,18,14,1
6/14/13,5:13:20,66,57,4,26,11
6/15/13,6:13:20,67,56,8,24,13
6/16/13,7:13:20,70,61,9,4,5
6/17/13,8:13:20,68,59,5,16,8
6/18/13,9:13:20,70,65,6,22,1
6/19/13,10:13:20,69,70,6,12,7
6/20/13,11:13:20,69,61,4,25,8
6/21/13,12:13:20,68,60,18,3,18
6/22/13,13:13:20,69,68,8,27,7
6/23/13,14:13:20,69,75,11,27,6
6/24/13,15:13:20,70,69,9,2,11
6/25/13,16:13:20,65,69,10,27,17
6/26/13,17:13:20,67,76,9,22,5
6/27/13,18:13:20,66,74,19,17,7
6/28/13,19:13:20,69,70,14,3,1
6/29/13,20:13:20,69,68,10,18,18
6/30/13,21:13:20,66,55,17,23,4
6/1/13,22:13:20,69,64,18,25,10
6/2/13,23:13:20,65,70,2,29,6
6/3/13,0:33:07,70,57,8,14,2
6/4/13,1:33:07,67,73,15,26,1
6/5/13,2:33:07,65,70,17,9,10
6/6/13,3:33:07,67,69,8,15,7
6/7/13,4:33:07,69,80,4,27,1
6/8/13,5:33:07,67,60,12,17,8
6/9/13,6:33:07,67,58,20,1,10
6/10/13,7:33:07,66,63,6,22,20
6/11/13,8:33:07,65,56,4,30,3
6/12/13,9:33:07,70,58,15,7,18
6/13/13,10:33:07,68,59,3,27,5
6/14/13,11:33:07,67,56,10,30,12
6/15/13,12:33:07,70,80,8,28,2
6/16/13,13:33:07,66,80,2,29,15
6/17/13,14:33:07,70,76,3,14,20
6/18/13,15:33:07,66,72,15,21,2
6/19/13,16:33:07,69,72,4,23,17
6/20/13,17:33:07,66,67,20,19,15
6/21/13,18:33:07,65,77,18,23,20
6/22/13,19:33:07,66,58,2,8,2
6/23/13,20:33:07,69,78,9,9,13
6/24/13,21:33:07,65,78,5,10,15
6/25/13,22:33:07,69,74,17,7,2
6/26/13,23:33:07,66,65,5,10,9
6/27/13,0:00:01,67,78,3,5,17
6/28/13,1:00:01,66,78,13,7,5
6/29/13,2:00:01,66,80,14,4,13
6/30/13,3:00:01,65,77,15,18,20
6/1/13,4:00:01,70,74,15,20,1
6/2/13,5:00:01,70,59,7,9,6
6/3/13,6:00:01,68,77,18,18,4
6/4/13,7:00:01,68,80,2,25,16
6/5/13,8:00:01,70,68,9,16,5
6/6/13,9:00:01,65,59,20,4,2
6/7/13,10:00:01,68,74,5,26,13
6/8/13,11:00:01,65,64,8,6,8
6/9/13,12:00:01,66,71,14,17,2
6/10/13,13:00:01,70,66,12,7,7
6/11/13,14:00:01,67,60,9,29,15
6/12/13,15:00:01,65,63,13,10,17
6/13/13,16:00:01,69,78,5,10,19
6/14/13,17:00:01,66,77,20,8,12
6/15/13,18:00:01,70,73,17,5,10
6/16/13,19:00:01,65,74,10,23,11
6/17/13,20:00:01,69,79,18,24,14
6/18/13,21:00:01,67,78,11,15,3
6/19/13,22:00:01,70,71,8,29,7
6/20/13,23:00:01,70,79,6,15,1
6/21/13,0:13:19,65,69,14,10,15
6/22/13,1:13:19,70,69,19,22,3
6/23/13,2:13:19,70,72,3,14,10
6/24/13,3:13:19,68,66,14,15,6
6/25/13,4:13:19,68,77,4,1,15
6/26/13,5:13:19,67,63,7,2,17
6/27/13,6:13:19,69,58,8,7,15
6/28/13,7:13:19,66,75,2,5,19
6/29/13,8:13:19,66,68,10,6,2
6/30/13,9:13:19,70,67,8,16,14
6/1/13,10:13:19,65,60,8,14,18
6/2/13,11:13:19,70,59,20,26,1
6/3/13,12:13:19,65,67,19,27,5
6/4/13,13:13:19,69,71,6,11,6
6/5/13,14:13:19,67,75,12,15,1
6/6/13,15:13:19,66,58,1,8,18
6/7/13,16:13:19,68,66,5,19,6
6/8/13,17:13:19,65,79,16,15,17
6/9/13,18:13:19,65,68,4,11,19
6/10/13,19:13:19,68,73,10,24,5
6/11/13,20:13:19,66,58,12,7,18
6/12/13,21:13:19,65,73,16,11,3
6/13/13,22:13:19,68,79,14,20,19
6/14/13,23:13:19,66,75,2,22,15
6/15/13,0:43:51,66,61,20,17,18
6/16/13,1:43:51,68,65,17,2,16
6/17/13,2:43:51,67,77,18,17,13
6/18/13,3:43:51,67,70,18,11,20
6/19/13,4:43:51,67,80,1,16,12
6/20/13,5:43:51,67,64,14,11,9
6/21/13,6:43:51,66,63,2,1,20
6/22/13,7:43:51,67,67,2,28,19
6/23/13,8:43:51,69,57,10,29,16
6/24/13,9:43:51,66,78,10,14,4
6/25/13,10:43:51,67,55,11,27,7
6/26/13,11:43:51,70,70,6,15,5
6/27/13,12:43:51,68,70,2,20,6
6/28/13,13:43:51,70,59,3,13,5
6/29/13,14:43:51,65,69,3,5,4
6/30/13,15:43:51,65,78,11,26,16
6/1/13,16:43:51,68,66,20,7,10
6/2/13,17:43:51,68,72,4,16,18
6/3/13,18:43:51,67,70,9,17,18
6/4/13,19:43:51,68,78,17,26,11
6/5/13,20:43:51,67,60,5,7,12
6/6/13,21:43:51,68,63,17,24,18
6/7/13,22:43:51,66,72,10,15,16
6/8/13,23:43:51,68,73,11,1,19
6/9/13,0:13:20,65,74,13,16,2
6/10/13,1:13:20,65,78,3,2,2
6/11/13,2:13:20,70,61,7,7,12
6/12/13,3:13:20,70,61,15,6,5
6/13/13,4:13:20,68,66,1,17,16
6/14/13,5:13:20,70,71,10,22,11
6/15/13,6:13:20,68,76,16,24,16
6/16/13,7:13:20,67,62,10,9,15
6/17/13,8:13:20,70,59,15,19,14
6/18/13,9:13:20,67,57,11,1,17
6/19/13,10:13:20,70,64,14,16,5
6/20/13,11:13:20,69,64,1,23,2
6/21/13,12:13:20,70,55,3,14,14
6/22/13,13:13:20,66,75,1,8,4
6/23/13,14:13:20,67,66,19,19,18
6/24/13,15:13:20,65,75,19,2,15
6/25/13,16:13:20,69,60,13,1,15
6/26/13,17:13:20,70,73,8,8,7
6/27/13,18:13:20,69,60,16,26,8
6/28/13,19:13:20,68,72,1,21,19
6/29/13,20:13:20,66,61,14,20,9
6/30/13,21:13:20,65,66,5,4,10
6/1/13,22:13:20,65,68,11,1,7
6/2/13,23:13:20,68,56,14,14,12
6/3/13,0:33:07,70,59,11,13,19
6/4/13,1:33:07,66,77,4,23,6
6/5/13,2:33:07,69,56,1,13,20
6/6/13,3:33:07,65,60,8,11,20
6/7/13,4:33:07,69,77,7,29,20
6/8/13,5:33:07,66,66,13,2,20
6/9/13,6:33:07,69,68,18,5,17
6/10/13,7:33:07,70,67,7,26,8
6/11/13,8:33:07,66,64,14,1,12
6/12/13,9:33:07,69,74,15,21,19
6/13/13,10:33:07,67,60,1,14,19
6/14/13,11:33:07,65,79,1,23,10
6/15/13,12:33:07,65,60,17,26,14
6/16/13,13:33:07,70,73,9,26,14
6/17/13,14:33:07,66,78,9,22,3
6/18/13,15:33:07,65,68,16,25,13
6/19/13,16:33:07,67,63,2,1,20
6/20/13,17:33:07,67,56,4,1,4
6/21/13,18:33:07,65,79,13,28,3
6/22/13,19:33:07,68,71,6,6,6
6/23/13,20:33:07,70,71,8,8,9
6/24/13,21:33:07,67,63,4,10,11
6/25/13,22:33:07,70,55,12,14,12
6/26/13,23:33:07,69,71,7,12,16
6/27/13,0:00:01,69,63,4,7,19
6/28/13,1:00:01,69,80,20,11,20
6/29/13,2:00:01,70,72,14,24,18
6/30/13,3:00:01,68,66,8,21,2
6/1/13,4:00:01,69,73,1,8,7
6/2/13,5:00:01,67,74,15,29,12
6/3/13,6:00:01,68,59,18,20,2
6/4/13,7:00:01,68,61,18,17,9
6/5/13,8:00:01,69,65,11,8,17
6/6/13,9:00:01,65,71,2,5,13
6/7/13,10:00:01,70,67,10,11,12
6/8/13,11:00:01,68,72,20,6,8
6/9/13,12:00:01,65,66,16,9,15
6/10/13,13:00:01,65,67,11,8,11
6/11/13,14:00:01,68,66,20,25,1
6/12/13,15:00:01,67,76,18,12,15
6/13/13,16:00:01,66,68,8,27,12
6/14/13,17:00:01,65,61,19,12,10
6/15/13,18:00:01,65,75,9,20,12
6/16/13,19:00:01,67,61,3,10,2
6/17/13,20:00:01,66,69,5,4,10
6/18/13,21:00:01,68,60,20,3,14
6/19/13,22:00:01,70,58,5,7,7
6/20/13,23:00:01,66,75,9,1,20
6/21/13,0:13:19,66,64,11,14,3
6/22/13,1:13:19,68,78,17,27,15
6/23/13,2:13:19,70,76,16,26,1
6/24/13,3:13:19,65,80,1,10,13
6/25/13,4:13:19,67,73,13,1,1
6/26/13,5:13:19,70,76,3,18,17
6/27/13,6:13:19,65,65,10,17,13
6/28/13,7:13:19,65,67,15,14,2
6/29/13,8:13:19,68,59,6,27,6
6/30/13,9:13:19,67,79,6,21,16
6/1/13,10:13:19,67,78,17,13,11
6/2/13,11:13:19,68,66,4,14,3
6/3/13,12:13:19,67,59,18,7,20
6/4/13,13:13:19,67,56,7,19,9
6/5/13,14:13:19,65,56,2,8,9
6/6/13,15:13:19,69,65,7,10,13
6/7/13,16:13:19,66,64,14,27,6
6/8/13,17:13:19,65,70,8,28,5
6/9/13,18:13:19,70,62,7,16,9
6/10/13,19:13:19,69,72,10,16,15
6/11/13,20:13:19,65,78,14,7,19
6/12/13,21:13:19,65,60,8,10,10
6/13/13,22:13:19,65,69,3,12,2
6/14/13,23:13:19,67,78,10,3,13
6/15/13,0:43:51,67,76,16,5,18
6/16/13,1:43:51,65,74,19,27,16
6/17/13,2:43:51,65,63,2,14,4
6/18/13,3:43:51,67,66,20,18,15
6/19/13,4:43:51,70,69,13,2,18
6/20/13,5:43:51,70,71,11,18,18
6/21/13,6:43:51,65,71,14,8,18
6/22/13,7:43:51,69,73,7,20,8
6/23/13,8:43:51,66,63,7,8,10
6/24/13,9:43:51,66,70,1,9,1
6/25/13,10:43:51,70,79,1,18,1
6/26/13,11:43:51,66,63,2,6,1
6/27/13,12:43:51,67,69,16,5,8
6/28/13,13:43:51,66,62,16,5,7
6/29/13,14:43:51,69,59,18,17,3
6/30/13,15:43:51,69,77,12,18,15
6/1/13,16:43:51,67,60,4,30,7
6/2/13,17:43:51,67,68,17,17,13
6/3/13,18:43:51,66,79,19,25,12
6/4/13,19:43:51,66,78,20,11,17
6/5/13,20:43:51,68,75,13,20,8
6/6/13,21:43:51,69,71,13,29,9
6/7/13,22:43:51,65,61,4,5,11
6/8/13,23:43:51,66,71,13,29,20
6/9/13,0:13:20,69,64,16,28,2
6/10/13,1:13:20,66,67,2,8,12
6/11/13,2:13:20,65,80,5,29,7
6/12/13,3:13:20,66,77,15,7,12
6/13/13,4:13:20,67,65,11,26,10
6/14/13,5:13:20,67,78,9,7,18
6/15/13,6:13:20,67,75,6,18,9
6/16/13,7:13:20,67,55,8,12,7
6/17/13,8:13:20,65,67,16,2,8
6/18/13,9:13:20,69,69,19,24,3
6/19/13,10:13:20,69,68,11,6,17
6/20/13,11:13:20,69,80,6,21,19
6/21/13,12:13:20,66,80,20,16,17
6/22/13,13:13:20,67,70,4,4,13
6/23/13,14:13:20,67,77,12,12,8
6/24/13,15:13:20,69,62,7,28,2
6/25/13,16:13:20,67,56,8,16,10
6/26/13,17:13:20,65,78,9,25,15
6/27/13,18:13:20,65,79,15,12,19
6/28/13,19:13:20,67,58,10,29,9
6/29/13,20:13:20,67,61,9,6,14
6/30/13,21:13:20,69,63,7,12,13
6/1/13,22:13:20,67,65,6,21,14
6/2/13,23:13:20,68,55,4,5,17
6/3/13,0:33:07,65,56,2,19,19
6/4/13,1:33:07,66,61,6,25,20
6/5/13,2:33:07,66,56,12,20,5
6/6/13,3:33:07,67,74,3,5,10
6/7/13,4:33:07,66,64,8,8,19
6/8/13,5:33:07,67,78,3,3,15
6/9/13,6:33:07,66,69,8,12,7
6/10/13,7:33:07,70,68,5,30,10
6/11/13,8:33:07,69,78,7,18,5
6/12/13,9:33:07,67,71,12,24,5
6/13/13,10:33:07,70,69,3,6,3
6/14/13,11:33:07,67,62,1,4,4
6/15/13,12:33:07,68,69,4,23,4
6/16/13,13:33:07,68,59,3,15,17
6/17/13,14:33:07,66,72,3,22,8
6/18/13,15:33:07,68,79,8,18,12
6/19/13,16:33:07,68,79,11,18,2
6/20/13,17:33:07,68,74,4,27,12
6/21/13,18:33:07,66,63,11,26,7
6/22/13,19:33:07,66,76,16,8,17
6/23/13,20:33:07,66,66,2,11,11
6/24/13,21:33:07,69,64,18,11,9
6/25/13,22:33:07,65,75,4,24,12
6/26/13,23:33:07,65,63,13,10,4
6/27/13,0:45:56,66,73,13,23,14
6/28/13,1:45:56,69,59,12,29,15
6/29/13,2:45:56,70,80,19,11,11
6/30/13,3:45:56,67,73,18,2,10
6/1/13,4:45:56,67,64,6,24,7
6/2/13,5:45:56,69,78,1,2,11
6/3/13,6:45:56,69,72,8,10,5
6/4/13,7:45:56,67,55,14,27,4
6/5/13,8:45:56,70,69,6,5,14
6/6/13,9:45:56,68,78,1,12,14
6/7/13,10:45:56,69,55,13,9,11
6/8/13,11:45:56,66,63,16,29,15
6/9/13,12:45:56,66,80,6,1,2
6/10/13,13:45:56,69,64,12,19,9
6/11/13,14:45:56,65,56,3,26,11
6/12/13,15:45:56,70,57,14,8,16
6/13/13,16:45:56,70,55,6,28,17
6/14/13,17:45:56,69,68,2,2,8
6/15/13,18:45:56,70,63,11,26,7
6/16/13,19:45:56,70,66,14,17,9
6/17/13,20:45:56,69,69,18,27,8
